isbn,original_title,author,original_publication_year,num_pages,genres,image_url,avg_rating,similar_books
786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,2001,277,"fiction, history, historical fiction, biography, fantasy, paranormal, mystery, thriller, crime, non-fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
60541873,Only You Can Save Mankind,Terry Pratchett,1992,210,"fiction, young-adult, fantasy, paranormal, children, comics, graphic",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
61092193,Men at Arms,Terry Pratchett,1993,377,"fiction, fantasy, paranormal, mystery, thriller, crime, comics, graphic, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.4,
142010277X,Chosen To Die,Lisa Jackson,2009,460,"mystery, thriller, crime, romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
224081187,On Chesil Beach,Ian McEwan,2007,166,"fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,
,Bad Mommy,Tarryn Fisher,2016,231,"mystery, thriller, crime, fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
385497520,The Child in Time,Ian McEwan,1987,263,fiction,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
316713732,The Last Time They Met,Anita Shreve,2001,325,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,
395957753,The Robe,Lloyd C. Douglas,1942,528,"fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
803281781,Father and I were Ranchers,Ralph Moody,1950,260,"history, historical fiction, biography, fiction, non-fiction, young-adult, children, comics, graphic",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,
60760915,Jumped,Rita Williams-Garcia,2009,169,"young-adult, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,
743482859,The Tragedie of Antony and Cleopatra,William Shakespeare,1606,336,"fiction, history, historical fiction, biography, romance, poetry",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
,Thorn in My Side,Karin Slaughter,2011,33,"mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
1416997946,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,2012,512,"fantasy, paranormal, young-adult, fiction, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,
,Devil's Mark,Megan Crane,2017,193,"romance, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
399246541,After Tupac and D Foster,Jacqueline Woodson,2008,151,"young-adult, fiction, history, historical fiction, biography, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
1581345283,This Present Darkness,Frank E. Peretti,1986,376,"fiction, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
1594201072,The Varieties of Scientific Experience: A Personal View of the Search for God,Carl Sagan,2006,284,"non-fiction, history, historical fiction, biography, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,
014023828X,The Tortilla Curtain,T.C. Boyle,1995,355,"fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
99474425,The Convenient Marriage,Georgette Heyer,1934,272,"romance, fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
380798581,He Shall Thunder in the Sky,Elizabeth Peters,2000,512,"mystery, thriller, crime, fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,
373285388,First Impressions,Nora Roberts,1984,301,"romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
081121379X,The Girls of Slender Means,Muriel Spark,1963,140,"fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
226500608,A river runs through it,Norman Maclean,1976,168,"fiction, history, historical fiction, biography, non-fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
312361505,The Hidden Diary of Marie Antoinette,Carolly Erickson,1997,343,"fiction, history, historical fiction, biography, romance, comics, graphic, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
1400076196,Saturday,Ian McEwan,2005,289,"fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
670021458,The Forty Rules of Love,Elif Shafak,2010,354,"fiction, history, historical fiction, biography, romance, poetry",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
,Bad Boy's Baby,Sosie Frost,2015,287,"romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
786816589,Crispin: The Cross of Lead,Avi,2002,262,"fiction, history, historical fiction, biography, young-adult, children, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
61582476,Bluestar's Prophecy,Erin Hunter,2009,516,"fantasy, paranormal, fiction, young-adult, children, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.6,
399154019,Innocent in Death,J.D. Robb,2007,385,"mystery, thriller, crime, romance, fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.4,
1596062762,Mister Slaughter,Robert McCammon,2010,445,"fiction, history, historical fiction, biography, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,
1416595201,Kill Shot,Vince Flynn,2012,385,"fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,
679750193,"First Love, Last Rites: Stories",Ian McEwan,1975,176,"fiction, romance, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
1591169208,Gang noLian Jin Shu Shi  1,Hiromu Arakawa,2002,192,"comics, graphic, fiction, young-adult, fantasy, paranormal, mystery, thriller, crime, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.5,
62051857,"Bark, George",Jules Feiffer,1999,32,"children, fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
375705198,Amy & Isabelle,Elizabeth Strout,1998,320,"fiction, young-adult, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
399155635,Bad Things Happen,Harry Dolan,2009,338,"mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
,Starseers,Lindsay Buroker,2016,227,"fiction, romance, fantasy, paranormal, mystery, thriller, crime, comics, graphic",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
1606410504,Lemon Tart: A Culinary Mystery,Josi S. Kilpack,2009,368,"mystery, thriller, crime, fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
670021482,La solitudine dei numeri primi,Paolo Giordano,2008,271,"romance, fiction, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
142002054,Diamonds are Forever,Ian Fleming,1956,230,"fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
765326264,A Dog's Purpose,W. Bruce Cameron,2010,319,"fiction, fantasy, paranormal, non-fiction, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,
62328344,Perfect Touch,Elizabeth Lowell,2015,368,"romance, mystery, thriller, crime, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
380002558,The Velveteen Rabbit,Margery Williams Bianco,1922,40,"children, fiction, fantasy, paranormal, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.3,
373527462,"Ruthlessly Bedded, Forcibly Wedded",Abby Green,2009,184,"romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
174275001X,A Cup of Friendship,Deborah Rodriguez,2011,317,"fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
,Wait for It,Mariana Zapata,2016,670,"romance, fiction, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
61547859,Pretty Dead,Francesca Lia Block,2008,208,"young-adult, fantasy, paranormal, romance, fiction, mystery, thriller, crime, poetry",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.3,
517580519,The Land of the Painted Caves,Jean M. Auel,2011,757,"fiction, history, historical fiction, biography, romance, children, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.2,
1605041076,Nothing Personal,Jaci Burton,2007,208,"romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
812541626,The Sum of All Men,David Farland,1998,613,"fantasy, paranormal, fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
140449108,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",Thomas More,1516,135,"fiction, non-fiction, history, historical fiction, biography, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,
,Glutton For Pleasure,Alisha Rai,2009,232,"romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
843960914,Darkness on the Edge of Town,Brian Keene,2008,264,"fiction, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
425142485,The Funhouse,Owen  West,1980,333,"fiction, mystery, thriller, crime, fantasy, paranormal, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
380017601,Love Story,Erich Segal,1970,224,"romance, fiction, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
590477404,Monster Blood II,R.L. Stine,1994,121,"children, fiction, young-adult, fantasy, paranormal, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,
192835203,Lady Audley's Secret,Mary Elizabeth Braddon,1862,455,"mystery, thriller, crime, fiction, history, historical fiction, biography, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
64400026,Little House on the Prairie,Laura Ingalls Wilder,1935,335,"children, fiction, young-adult, history, historical fiction, biography, non-fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
385491107,Life before Man,Margaret Atwood,1979,361,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.4,
141188340,The Driver's Seat,Muriel Spark,1970,128,"fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
1416524290,The Girl Who Loved Tom Gordon,Stephen King,1999,264,"fiction, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
451194721,Son of Rosemary,Ira Levin,1997,350,"fiction, mystery, thriller, crime, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2.5,
1400069262,Beatrice and Virgil,Yann Martel,2010,213,"fiction, history, historical fiction, biography, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.1,
037550835X,The Optimist's Daughter,Eudora Welty,1972,180,"fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,
60512636,Our Town: A Play in Three Acts,Thornton Wilder,1938,181,"fiction, history, historical fiction, biography, young-adult, romance, non-fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
451172566,A Counterfeit Betrothal,Mary Balogh,1992,223,"romance, history, historical fiction, biography, fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
312380828,Come Home,Lisa Scottoline,2012,371,"mystery, thriller, crime, fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
743203968,The Body Artist,Don DeLillo,2001,128,fiction,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.2,
,"Lights, Camera...Monsters (Monsters in Hollywood, #1)",Lila Dubois,2008,216,"fantasy, paranormal, romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.3,
60596384,"Days of Magic, Nights of War",Clive Barker,2004,569,"fantasy, paranormal, young-adult, fiction, children",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
785125418,Eternals,Neil Gaiman,2006,256,"comics, graphic, fantasy, paranormal, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.6,
765309971,The Well of Shades,Juliet Marillier,2007,625,"fantasy, paranormal, romance, fiction, history, historical fiction, biography, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
1416521690,The Coldest Winter Ever,Sister Souljah,1999,544,"fiction, young-adult, romance, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.5,
1421525682,Gang noLian Jin Shu Shi  19,Hiromu Arakawa,2008,192,"fantasy, paranormal, comics, graphic, fiction, young-adult, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.6,
1419904426,Masks,Evangeline Anderson,2005,51,"romance, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,
374299080,By Nightfall,Michael Cunningham,2010,238,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.4,
297869876,"Do No Harm: Stories of Life, Death and Brain Surgery",Henry Marsh,2014,278,"non-fiction, history, historical fiction, biography, comics, graphic, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
811200124,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges,1962,256,"fiction, fantasy, paranormal, non-fiction, poetry",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.5,
316020362,"The Jolly Postman, or, Other People's Letters",Janet Ahlberg,1986,29,"children, fiction, fantasy, paranormal, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.5,
,Wanting My Stepsister,Alexa Riley,2016,104,"romance, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
1400065119,Home Safe,Elizabeth Berg,2009,260,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.5,
1930900244,Broderna Lejonhjarta,Astrid Lindgren,1973,231,"fantasy, paranormal, children, fiction, young-adult",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.4,
425234908,"Big Jack (In Death, #17.5)",J.D. Robb,2003,309,"mystery, thriller, crime, romance, fiction, fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
60598875,Smitten,Janet Evanovich,1990,234,"romance, fiction, mystery, thriller, crime",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
224097008,H is for Hawk,Helen Macdonald,2015,300,"non-fiction, history, historical fiction, biography, fiction",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,
446677922,The Bottoms,Joe R. Lansdale,2000,328,"mystery, thriller, crime, fiction, history, historical fiction, biography",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,
